No.,Compound.name,CAS.RN,log_Koa,smiles,Fsp3,XLogP,MW,LipinskiFailures,nRotB,MLogP,nAtomP,nAtomLC,nB,nBase,nAtom,nAromBond,naAromAtom,ALogP,ALogp2,AMR,nAcid,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings5,nRings6,nRings7,tpsaEfficiency,Zagreb,WPATH,WPOL,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,VAdjMat,TopoPSA,topoShape,PetitjeanNumber,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEC.44,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.22,MDEN.23,MDEN.33,khs.sCH3,khs.dCH2,khs.ssCH2,khs.dsCH,khs.aaCH,khs.sssCH,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.ssNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.sOH,khs.dO,khs.ssO,khs.sF,khs.ssssSi,khs.dsssP,khs.dssS,khs.ddssS,khs.sCl,khs.sBr,khs.ssssSn,khs.sI,Kier1,Kier2,HybRatio,fragC,FMF,ECCEN,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,C1SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,nHBDon,nHBAcc,bpol,apol,ExactMolWeight,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,HeavyAtomMolWt,MaxAbsPartialCharge,MaxPartialCharge,MinAbsPartialCharge,MinPartialCharge,MolWt,NumRadicalElectrons,NumValenceElectrons,BalabanJ,BertzCT,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,MolLogP,MolMR,HeavyAtomCount,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumAmideBonds,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumSaturatedHeterocycles,RingCount,FractionCSP3,NumSpiroAtoms,NumBridgeheadAtoms,TPSA,LabuteASA,PEOE_VSA_1,PEOE_VSA_2,PEOE_VSA_3,PEOE_VSA_4,PEOE_VSA_5,PEOE_VSA_6,PEOE_VSA_7,PEOE_VSA_8,PEOE_VSA_9,PEOE_VSA_10,PEOE_VSA_11,PEOE_VSA_12,PEOE_VSA_13,PEOE_VSA_14,SMR_VSA_1,SMR_VSA_2,SMR_VSA_3,SMR_VSA_4,SMR_VSA_5,SMR_VSA_6,SMR_VSA_7,SMR_VSA_8,SMR_VSA_9,SMR_VSA_10,SlogP_VSA_1,SlogP_VSA_2,SlogP_VSA_3,SlogP_VSA_4,SlogP_VSA_5,SlogP_VSA_6,SlogP_VSA_7,SlogP_VSA_8,SlogP_VSA_9,SlogP_VSA_10,MQNs_1,MQNs_2,MQNs_3,MQNs_4,MQNs_5,MQNs_6,MQNs_7,MQNs_8,MQNs_9,MQNs_10,MQNs_11,MQNs_12,MQNs_13,MQNs_14,MQNs_15,MQNs_16,MQNs_17,MQNs_18,MQNs_19,MQNs_20,MQNs_21,MQNs_22,MQNs_23,MQNs_24,MQNs_25,MQNs_26,MQNs_27,MQNs_28,MQNs_29,MQNs_30,MQNs_31,MQNs_32,MQNs_33,MQNs_34,MQNs_35,MQNs_36,MQNs_37,MQNs_38,MQNs_39,MQNs_40,MQNs_41,MQNs_42,CHds,XHds,HBAs,HydA0,HydA,HydP0,HydP,Hyd0,Hyd,delta_g_sol_oct,HBA1,HBA2,HBD,logP,MR,MW,nF,TPSA
1061,"4-bromo-3,5-dichloroanisole",174913-20-3,5.82,COc1cc(Cl)c(Br)c(Cl)c1,0.142857143,3.979,255.9236631,0,1,1.79,7,7,11,0,16,6,6,3.8908,15.13832464,49.7536,0,1,1,1,1,0,0,1,0,0.036354315,52,148,15,21.2418863,1.931080572,10.26402438,2.76491151,0,4.459431619,9.23,0.5,0.333333333,0,0.666666667,1.12468265,0,0.5,5.111544834,0,3.532775529,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,9.090909091,3.6,0.142857143,146.04,0.545454545,99,8.43072142,5.147065708,4.55936274,3.782723878,2.471266253,1.704712977,0.92279811,0.300789642,8.794696679,4.382946899,3.512424228,3.100103325,1.346076061,0.802732726,0.425502551,0.143206437,2.112627687,2.672320331,3.435652495,1.946470713,1.901492341,2.134523006,0.867978756,0,0.272165527,0,0.640863344,0,0.321428571,0,0,0,0,0.055555556,0.205950377,0,0,0,0.020833333,0.096666586,0,0,6,0,0,0,0,0,815.4264631,909.5842849,1186.614736,1037.500287,516.2127182,70.45845964,21.22040069,34.77661743,72.05096163,32.4653186,0,0,9.512035,23.865965,253.8900822,1.272727273,1.727272727,2.090909091,250.886,0.496655948,0.121414013,0.121414013,-0.496655948,255.926,0,60,3.20556545,252.1382381,8.43072142,5.147065708,5.696842248,2.834019684,1.905025705,1.193032772,0.650115853,8.794696679,4.382946899,3.512424228,3.100103325,1.346076061,0.08,9.170252708,3.654513294,2.013197588,3.7645,50.714,11,0,1,1,0,4,1,0,1,0,0,0,0,1,0,0,0,1,0.142857143,0,0,9.23,83.38397052,4.736862954,0,0,0,0,23.20187978,28.06267803,0,21.62778368,5.749511833,0,0,0,0,4.736862954,0,0,0,0,7.109797541,26.65072028,0,5.749511833,39.13182368,4.736862954,7.109797541,0,0,0,16.60545365,10.04526663,0,0,0,7,0,2,1,0,0,0,0,0,1,0,11,5,0,0,3,3,0,1,2,1,0,0,0,0,4,1,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,3.005,0,1.114,2.643,0.631692161,-26.1273,-6.24457457,-23.2404,-5.55458891,-10.67430891,1,1,0,3.7645,50.654,255.924,0,9.23
1062,"5-bromo-2,4-dichloroanisole",174913-22-5,5.9,COc1cc(Br)c(Cl)cc1Cl,0.142857143,3.979,255.9236631,0,1,1.79,7,7,11,0,16,6,6,3.8908,15.13832464,49.7536,0,1,1,1,1,0,0,1,0,0.036354315,52,148,15,21.240753,1.930977545,10.27815693,2.761335825,0,4.459431619,9.23,1,0.5,0,0.577350269,1.208550159,0,0.333333333,5.656854249,0,3.301927249,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,9.090909091,3.6,0.142857143,146.04,0.545454545,97,8.43072142,5.147065708,4.571584119,3.718624272,2.522386211,1.805040039,0.862070756,0.228962241,8.794696679,4.382946899,3.569600095,2.687164644,1.443444233,1.048661571,0.367216316,0.101980401,2.093728986,2.48133159,3.434896045,1.556942552,1.440760145,2.043288908,0.873773448,0,0.284517797,0,0.669725755,0,0.22415271,0,0,0,0,0.055555556,0.205950377,0,0,0,0.020833333,0.096666586,0,0,6,0,0,0,0,0,804.7298907,896.0968329,1169.571152,1030.219304,520.2506789,70.45845964,21.22040069,34.77661743,56.34581952,36.41500487,0,0,9.512035,23.865965,253.8900822,1.272727273,1.909090909,2.454545455,250.886,0.495155653,0.138181212,0.138181212,-0.495155653,255.926,0,60,3.20582762,275.3882381,8.43072142,5.147065708,5.696842248,2.834019684,1.900862942,1.194723093,0.660742823,8.794696679,4.382946899,3.569600095,2.687164644,1.443444233,0.08,9.170252708,3.654513294,2.013197588,3.7645,50.714,11,0,1,1,0,4,1,0,1,0,0,0,0,1,0,0,0,1,0.142857143,0,0,9.23,83.38397052,4.736862954,0,0,0,0,23.20187978,28.06267803,4.472719516,17.15506417,5.749511833,0,0,0,0,4.736862954,0,0,0,0,7.109797541,26.65072028,0,5.749511833,39.13182368,4.736862954,7.109797541,0,0,0,16.60545365,10.04526663,0,0,0,7,0,2,1,0,0,0,0,0,1,0,11,5,0,0,3,3,0,1,2,1,0,0,0,0,4,1,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,3.1054,0,1.1585,2.6427,0.631620459,-27.3555,-6.538121415,-23.4054,-5.594024857,-10.71374486,1,1,0,3.7645,50.654,255.924,0,9.23
1063,"6-bromo-2,3-dichloroanisole",174913-23-6,5.9,COc1c(Br)ccc(Cl)c1Cl,0.142857143,3.979,255.9236631,0,1,1.79,7,6,11,0,16,6,6,3.8908,15.13832464,49.7536,0,1,1,1,1,0,0,1,0,0.036354315,52,144,16,21.23997958,1.930907234,10.28316512,2.757129137,0,4.459431619,9.23,0.666666667,0.4,0,0.447213595,1.373178096,0,1,4.298279727,0,3.965406457,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,9.090909091,3.6,0.142857143,146.04,0.545454545,87,8.43072142,5.16390246,4.463137695,3.852571242,2.717102985,1.639387833,0.712249944,0.280731778,8.794696679,4.388929963,3.515940621,2.6174613,1.692771299,0.940480026,0.339430218,0.089431765,2.166635271,3.085053104,3.812475761,1.418401455,1.844877487,2.19021903,0.799937374,0,0.310875228,0,0.639904486,0,0.17958407,0,0,0,0,0.055555556,0.205950377,0,0,0,0.020833333,0.096666586,0,0,6,0,0,0,0,0,817.008753,915.0914793,1203.927862,1105.37923,556.7554744,70.45845964,21.22040069,34.77661743,54.28357294,49.0619569,0,0,9.512035,23.865965,253.8900822,1.363636364,2,2.454545455,250.886,0.493948118,0.152639528,0.152639528,-0.493948118,255.926,0,60,3.287688772,275.3882381,8.43072142,5.16390246,5.696842248,2.840002748,1.876439122,1.206063582,0.695586175,8.794696679,4.388929963,3.515940621,2.6174613,1.692771299,0.08,9.170252708,3.654513294,1.807700645,3.7645,50.714,11,0,1,1,0,4,1,0,1,0,0,0,0,1,0,0,0,1,0.142857143,0,0,9.23,83.38397052,4.736862954,0,0,0,0,23.20187978,28.06267803,0,16.60515037,5.022633314,5.749511833,0,0,0,4.736862954,0,0,0,0,7.109797541,26.65072028,0,5.749511833,39.13182368,4.736862954,7.109797541,0,0,0,16.60545365,10.04526663,0,0,0,7,0,2,1,0,0,0,0,0,1,0,11,5,0,0,3,3,0,1,2,1,0,0,0,0,4,1,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,3.1382,0,1.1449,2.6435,0.631811663,-27.1173,-6.481190249,-22.1749,-5.299928298,-10.4196483,1,1,0,3.7645,50.654,255.924,0,9.23
1064,"2-bromo-3,4,5-trichloroanisole",,6.35,COc1cc(Cl)c(Cl)c(Cl)c1Br,0.142857143,4.601,290.3686599,0,1,1.68,7,7,12,0,16,6,6,4.5552,20.74984704,54.5584,0,1,1,1,1,0,0,1,0,0.032065188,58,182,19,23.07897726,1.923248105,12.75773112,2.76107976,0,4.584962501,9.23,0.5,0.333333333,0,0.333333333,1.454526898,0,0,3.041821709,0,6.083643419,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,10.08333333,3.806228374,0.142857143,124.05,0.5,108,9.300964908,5.574586063,4.95866436,4.498739592,2.871628047,1.886732209,0.960797658,0.333224285,9.851239829,4.872543339,3.958724165,3.566820656,1.874359207,1.059386285,0.456097105,0.146939887,2.848594394,3.835438741,5.248492183,2.280836338,2.825800687,3.557817099,0.979719196,0,0.454530031,0,0.751557464,0,0.370191989,0,0,0,0,0.045360921,0.2135187,0,0,0,0.018042196,0.104173647,0,0,6,0,0,0,0,0,991.7064886,1129.215302,1533.4808,1459.442852,767.2292923,79.17140955,24.17217133,40.68015871,84.60520624,61.7069368,0,0,8.838828,25.379172,287.8511099,1.25,1.833333333,2.333333333,286.339,0.495464785,0.135650738,0.135650738,-0.495464785,290.371,0,66,3.387046329,314.010065,9.300964908,5.574586063,5.997456452,2.945651651,2.002596823,1.289154847,0.699711193,9.851239829,4.872543339,3.958724165,3.566820656,1.874359207,0.37,10.45084074,4.052456303,1.819390698,4.4179,55.724,12,0,1,1,0,5,1,0,1,0,0,0,0,1,0,0,0,1,0.142857143,0,0,9.23,93.68723675,4.736862954,0,0,0,0,34.80281967,15.9299439,6.066367068,26.650417,5.749511833,0,0,0,0,4.736862954,0,0,0,0,7.109797541,25.60698653,0,5.749511833,50.73276357,4.736862954,7.109797541,0,0,0,10.53908658,15.06789994,0,0,0,7,0,3,1,0,0,0,0,0,1,0,12,6,0,0,3,3,0,1,2,1,0,0,0,0,5,1,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,2.3467,0,1.0248,4.1777,0.998494264,-23.5739,-5.634297323,-19.1549,-4.578130975,-10.58647498,1,1,0,4.4179,55.664,290.36906,0,9.23
1065,"3-bromo-2,4,6-trichloroanisole",,6.06,COc1c(Cl)cc(Cl)c(Br)c1Cl,0.142857143,4.601,290.3686599,0,1,1.68,7,7,12,0,16,6,6,4.5552,20.74984704,54.5584,0,1,1,1,1,0,0,1,0,0.032065188,58,181,19,23.07790943,1.923159119,12.77032105,2.757433963,0,4.584962501,9.23,1,0.5,0,0.25,1.540669568,0,0,3.041821709,0,6.083643419,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,10.08333333,3.806228374,0.142857143,124.05,0.5,104,9.300964908,5.574586063,4.980606443,4.348135644,3.176365901,1.715842787,0.989781401,0.274577458,9.851239829,4.872543339,3.986788588,3.495914166,1.948838049,1.031422131,0.462048495,0.14072424,2.712589866,4.052430128,5.126419836,2.236488166,2.754930913,3.445244059,0.992387464,0,0.42198634,0,0.765589676,0,0.362236473,0,0,0,0,0.045360921,0.2135187,0,0,0,0.018042196,0.104173647,0,0,6,0,0,0,0,0,990.4164325,1127.315841,1529.882867,1463.599995,796.7969323,79.17140955,24.17217133,40.68015871,85.81856289,59.74444597,0,0,8.838828,25.379172,287.8511099,1.25,1.833333333,2.333333333,286.339,0.493578795,0.156788177,0.156788177,-0.493578795,290.371,0,66,3.404478399,314.010065,9.300964908,5.574586063,5.997456452,2.945651651,2.001425592,1.276227341,0.736634913,9.851239829,4.872543339,3.986788588,3.495914166,1.948838049,0.37,10.45084074,4.052456303,1.819390698,4.4179,55.724,12,0,1,1,0,5,1,0,1,0,0,0,0,1,0,0,0,1,0.142857143,0,0,9.23,93.68723675,4.736862954,0,0,0,0,34.80281967,21.99631097,0,26.650417,0,5.749511833,0,0,0,4.736862954,0,0,0,0,7.109797541,25.60698653,0,5.749511833,50.73276357,4.736862954,7.109797541,0,0,0,10.53908658,15.06789994,0,0,0,7,0,3,1,0,0,0,0,0,1,0,12,6,0,0,3,3,0,1,2,1,0,0,0,0,5,1,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,2.6581,0,1.1085,4.1774,0.998422562,-25.8578,-6.180162524,-19.8117,-4.735109943,-10.74345394,1,1,0,4.4179,55.664,290.36906,0,9.23
1066,"3-bromo-2,5,6-trichloroanisole",,6.07,COc1c(Cl)c(Cl)cc(Br)c1Cl,0.142857143,4.601,290.3686599,0,1,1.68,7,6,12,0,16,6,6,4.5552,20.74984704,54.5584,0,1,1,1,1,0,0,1,0,0.032065188,58,180,19,23.07766301,1.923138584,12.77322641,2.756592626,0,4.584962501,9.23,0.666666667,0.4,0,0.2,1.610985037,0,0,3.041821709,0,6.083643419,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,10.08333333,3.806228374,0.142857143,124.05,0.5,100,9.300964908,5.574586063,4.980606443,4.360803912,3.082100644,1.941984585,0.791977071,0.330133013,9.851239829,4.872543339,4.018891564,3.274644332,1.966928584,1.200026326,0.399431327,0.140446605,2.732572161,3.868105836,5.488159188,2.032139003,2.38963498,3.496196388,0.992387464,0,0.429300367,0,0.781641163,0,0.311366478,0,0,0,0,0.045360921,0.2135187,0,0,0,0.018042196,0.104173647,0,0,6,0,0,0,0,0,985.3578328,1121.051591,1521.254631,1458.671558,812.1323824,79.17140955,24.17217133,40.68015871,74.8943407,65.88774824,0,0,8.838828,25.379172,287.8511099,1.25,1.833333333,2.333333333,286.339,0.493522786,0.158208282,0.158208282,-0.493522786,290.371,0,66,3.419374716,287.760065,9.300964908,5.574586063,5.997456452,2.945651651,2.001425592,1.275641726,0.730463968,9.851239829,4.872543339,4.018891564,3.274644332,1.966928584,0.37,10.45084074,4.052456303,1.819390698,4.4179,55.724,12,0,1,1,0,5,1,0,1,0,0,0,0,1,0,0,0,1,0.142857143,0,0,9.23,93.68723675,4.736862954,0,0,0,0,34.80281967,21.99631097,4.472719516,17.15506417,5.022633314,5.749511833,0,0,0,4.736862954,0,0,0,0,7.109797541,25.60698653,0,5.749511833,50.73276357,4.736862954,7.109797541,0,0,0,10.53908658,15.06789994,0,0,0,7,0,3,1,0,0,0,0,0,1,0,12,6,0,0,3,3,0,1,2,1,0,0,0,0,5,1,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,2.684,0,1.1355,4.1782,0.998613767,-26.5203,-6.338503824,-20.4787,-4.894526769,-10.90287077,1,1,0,4.4179,55.664,290.36906,0,9.23
1067,"4-bromo-2,3,6-trichloroanisole",,6.07,COc1c(Cl)cc(Br)c(Cl)c1Cl,0.142857143,4.601,290.3686599,0,1,1.68,7,7,12,0,16,6,6,4.5552,20.74984704,54.5584,0,1,1,1,1,0,0,1,0,0.032065188,58,181,19,23.07790943,1.923159119,12.77032105,2.757433963,0,4.584962501,9.23,1,0.5,0,0.25,1.540669568,0,0,3.041821709,0,6.083643419,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,10.08333333,3.806228374,0.142857143,124.05,0.5,104,9.300964908,5.574586063,4.980606443,4.348135644,3.176365901,1.715842787,0.989781401,0.274577458,9.851239829,4.872543339,4.018891564,3.26061212,2.159981561,0.903934395,0.55883183,0.111514727,2.712589866,4.052430128,5.126419836,2.009211865,2.804405445,3.216704314,0.992387464,0,0.42198634,0,0.781641163,0,0.303410962,0,0,0,0,0.045360921,0.2135187,0,0,0,0.018042196,0.104173647,0,0,6,0,0,0,0,0,986.1808216,1121.434853,1520.30486,1457.127082,799.0857393,79.17140955,24.17217133,40.68015871,74.8943407,76.66294473,0,0,8.838828,25.379172,287.8511099,1.25,1.833333333,2.333333333,286.339,0.493565128,0.157132223,0.157132223,-0.493565128,290.371,0,66,3.404478399,314.010065,9.300964908,5.574586063,5.997456452,2.945651651,2.001425592,1.276227341,0.736634913,9.851239829,4.872543339,4.018891564,3.26061212,2.159981561,0.37,10.45084074,4.052456303,1.819390698,4.4179,55.724,12,0,1,1,0,5,1,0,1,0,0,0,0,1,0,0,0,1,0.142857143,0,0,9.23,93.68723675,4.736862954,0,0,0,0,34.80281967,21.99631097,4.472719516,17.15506417,5.022633314,5.749511833,0,0,0,4.736862954,0,0,0,0,7.109797541,25.60698653,0,5.749511833,50.73276357,4.736862954,7.109797541,0,0,0,10.53908658,15.06789994,0,0,0,7,0,3,1,0,0,0,0,0,1,0,12,6,0,0,3,3,0,1,2,1,0,0,0,0,5,1,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,2.7064,0,1.1386,4.177,0.99832696,-26.6019,-6.358006692,-20.3775,-4.870339388,-10.87868339,1,1,0,4.4179,55.664,290.36906,0,9.23
1068,"6-bromo-2,3,4-trichloroanisole",,6.05,COc1c(Br)cc(Cl)c(Cl)c1Cl,0.142857143,4.601,290.3686599,0,1,1.68,7,7,12,0,16,6,6,4.5552,20.74984704,54.5584,0,1,1,1,1,0,0,1,0,0.032065188,58,181,19,23.07790943,1.923159119,12.77032105,2.757433963,0,4.584962501,9.23,1,0.5,0,0.25,1.540669568,0,0,3.041821709,0,6.083643419,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,10.08333333,3.806228374,0.142857143,124.05,0.5,104,9.300964908,5.574586063,4.980606443,4.348135644,3.176365901,1.715842787,0.989781401,0.274577458,9.851239829,4.872543339,4.018891564,3.110028494,2.24469998,0.98505005,0.513196125,0.10064729,2.712589866,4.052430128,5.126419836,1.846980554,2.72918831,3.216326454,0.992387464,0,0.42198634,0,0.781641163,0,0.259941213,0,0,0,0,0.045360921,0.2135187,0,0,0,0.018042196,0.104173647,0,0,6,0,0,0,0,0,985.9484239,1122.142049,1523.615977,1465.493942,806.9507496,79.17140955,24.17217133,40.68015871,68.90006412,80.36384955,0,0,8.838828,25.379172,287.8511099,1.25,1.833333333,2.333333333,286.339,0.493946195,0.152749787,0.152749787,-0.493946195,290.371,0,66,3.404478399,314.010065,9.300964908,5.574586063,5.997456452,2.945651651,2.001425592,1.276227341,0.736634913,9.851239829,4.872543339,4.018891564,3.110028494,2.24469998,0.37,10.45084074,4.052456303,1.819390698,4.4179,55.724,12,0,1,1,0,5,1,0,1,0,0,0,0,1,0,0,0,1,0.142857143,0,0,9.23,93.68723675,4.736862954,0,0,0,0,34.80281967,21.99631097,0,21.62778368,5.022633314,5.749511833,0,0,0,4.736862954,0,0,0,0,7.109797541,25.60698653,0,5.749511833,50.73276357,4.736862954,7.109797541,0,0,0,10.53908658,15.06789994,0,0,0,7,0,3,1,0,0,0,0,0,1,0,12,6,0,0,3,3,0,1,2,1,0,0,0,0,5,1,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,2.7077,0,1.152,4.1765,0.998207457,-26.9124,-6.432217973,-20.8241,-4.97707935,-10.98542335,1,1,0,4.4179,55.664,290.36906,0,9.23
1069,"4-bromo-2,3,5,6-tetrachloroanisole",,6.61,COc1c(Cl)c(Cl)c(Br)c(Cl)c1Cl,0.142857143,5.223,324.8136568,1,1,1.57,7,7,13,0,16,6,6,5.2196,27.24422416,59.3632,0,1,1,1,1,0,0,1,0,0.02868133,64,220,23,24.91199928,1.916307637,15.24683813,2.75665562,0,4.700439718,9.23,0.5,0.333333333,0,0,1.785490327,0,0,0,0,9.125465128,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,11.07692308,4.022160665,0.142857143,100.06,0.461538462,117,10.1712084,6.002106418,5.367686683,5.139475466,3.438682064,1.985324016,1.017927295,0.343626551,10.90778298,5.36213978,4.408015635,4.293843291,2.378376671,1.113896522,0.590078377,0.165925475,3.488260487,5.191714805,7.238964064,2.90227731,4.061607888,5.097624666,1.098333212,0,0.601579285,0,0.863472872,0,0.49694335,0,0,0,0,0.037037037,0.211374325,0,0,0,0.015625,0.107934109,0,0,6,0,0,0,0,0,1183.75785,1369.841544,1917.289121,1939.013575,1096.838565,87.88435946,27.12394197,46.58369999,109.148004,92.25969526,0,0,8.165621,26.892379,321.8121375,0.923076923,1.307692308,1.615384615,321.792,0.493507162,0.15866409,0.15866409,-0.493507162,324.816,0,72,3.563757676,323.8311583,10.1712084,6.002106418,6.298070656,3.057283618,2.103159473,1.373650627,0.763976988,10.90778298,5.36213978,4.408015635,4.293843291,2.378376671,0.66,11.73320644,4.453113654,2.024080705,5.0713,60.734,13,0,1,1,0,6,1,0,1,0,0,0,0,1,0,0,0,1,0.142857143,0,0,9.23,103.990503,4.736862954,0,0,0,0,46.40375956,15.9299439,0,21.62778368,10.04526663,5.749511833,0,0,0,4.736862954,0,0,0,0,7.109797541,24.56325277,0,5.749511833,62.33370346,4.736862954,7.109797541,0,0,0,4.472719516,20.09053325,0,0,0,7,0,4,1,0,0,0,0,0,1,0,13,7,0,0,3,3,0,1,2,1,0,0,0,0,6,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1.9998,0,1.0294,5.7129,1.36541587,-23.3918,-5.590774379,-16.0764,-3.842351816,-10.73931982,1,1,0,5.0713,60.674,324.81412,0,9.23
1070,"2,4-dibromo-3-chloroanisole",,6.06,COc1ccc(Br)c(Cl)c1Br,0.142857143,4.155,300.3742535,0,1,1.79,7,7,11,0,16,6,6,3.9748,15.79903504,52.5716,0,1,1,1,1,0,0,1,0,0.030989838,52,146,16,21.24145811,1.931041646,10.26573292,2.762177162,0,4.459431619,9.23,1,0.5,0,0.577350269,1.208550159,0,1,4.298279727,0,3.965406457,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,9.090909091,3.6,0.142857143,146.04,0.545454545,95,8.43072142,5.16390246,4.441195612,3.987659793,2.52617223,1.545542779,0.896182668,0.297003623,9.624764272,4.80396376,3.902909994,3.516920891,1.926030525,0.801923079,0.556590057,0.145790528,2.293681981,2.983082252,3.638257305,2.217468396,2.92059538,3.071909322,0.787269107,0,0.343418919,0,0.729630724,0,0.357760696,0,0,0,0,0.055555556,0.205950377,0,0,0,0.020833333,0.113959661,0,0,6,0,0,0,0,0,912.6488901,1020.868071,1340.279421,1213.015516,566.6572234,106.0036005,24.92130552,42.17842708,88.31474689,74.43200978,0,0,10.382035,24.735965,297.8395667,1.363636364,2,2.545454545,295.337,0.495521106,0.134135689,0.134135689,-0.495521106,300.377,0,60,3.249228926,275.3882381,8.43072142,5.16390246,5.696842248,2.840002748,1.877610352,1.219667298,0.665833347,9.624764272,4.80396376,3.902909994,3.516920891,1.926030525,0.27,9.358731145,3.784877587,1.891550905,3.8736,53.404,11,0,1,1,0,4,1,0,1,0,0,0,0,1,0,0,0,1,0.142857143,0,0,9.23,86.9482519,4.736862954,0,0,0,0,11.60093989,43.99262193,4.472719516,16.60515037,5.749511833,0,0,0,0,4.736862954,0,0,0,0,7.109797541,26.10080648,0,5.749511833,43.46082769,4.736862954,7.109797541,0,0,0,21.07817317,5.022633314,0,0,0,7,0,1,2,0,0,0,0,0,1,0,11,5,0,0,3,3,0,1,2,1,0,0,0,0,4,1,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,2.7995,0,1.0149,2.9073,0.694861377,-23.6941,-5.663025813,-20.2216,-4.833078394,-10.10117439,1,1,0,3.8736,53.344,300.375,0,9.23
